number_draw,date,winning_number_1,winning_number_2,winning_number_3,winning_number_4,winning_number_5,winning_number_6,additional_number,Group 1 Share Amount,Group 2 Share Amount,Group 3 Share Amount,Group 4 Share Amount,Group 5 Share Amount,Group 6 Share Amount,Group 7 Share Amount,Group 1 No.winning,Group 2 No.winning,Group 3 No.winning,Group 4 No.winning,Group 5 No.winning,Group 6 No.winning,Group 7 No.winning,year,month,day_of_week,Odd,Even,1 to 9,10 to 19,20 to 29,30 to 39,40 to 49,Total,Average,SD,gap_mean,gap_sd,Total winners,consecutive numbers,count_repeated_numbers,repeated_numbers,repeated_numbers_1,repeated_numbers_2,repeated_numbers_3,repeated_numbers_4
3869,2023-05-15,7,33,36,40,41,42,30,0,129755,2259,468,50,25,10,0,2,79,208,4487,6439,86426,2023,5,Monday,3,4,1,0,0,3,3,229,32.71,12.16,5.83,7.75,97641,2,1,[np.int64(41)],41,0,0,0
3870,2023-05-18,7,13,18,19,25,29,36,1412789,83838,1120,309,50,25,10,2,4,206,407,9760,9729,160388,2023,5,Thursday,5,2,1,3,2,1,0,147,21.0,9.81,4.83,1.95,180496,1,2,"[np.int64(36), np.int64(7)]",36,7,0,0
3871,2023-05-22,1,4,7,8,34,44,12,0,127636,1236,226,50,25,10,0,2,142,424,7399,11477,120964,2023,5,Monday,2,5,4,1,0,1,1,110,15.71,16.52,7.17,7.2,140408,1,1,[np.int64(7)],7,0,0,0
3872,2023-05-25,4,15,17,35,42,48,45,2791139,0,2136,454,50,25,10,1,0,107,275,5560,8670,112891,2023,5,Thursday,4,3,1,2,0,1,3,206,29.43,17.25,7.33,5.68,127504,0,1,[np.int64(4)],4,0,0,0
3873,2023-05-29,5,13,30,34,36,48,20,0,0,2349,472,50,25,10,0,0,74,201,4735,6380,88483,2023,5,Monday,2,5,1,1,1,3,1,186,26.57,14.76,7.17,3.39,99873,0,1,[np.int64(48)],48,0,0,0
3874,2023-06-01,7,15,33,40,45,49,5,0,308737,1777,334,50,25,10,0,3,132,384,6973,10816,117741,2023,6,Thursday,6,1,2,1,0,1,3,194,27.71,18.43,7.33,5.15,136049,0,1,[np.int64(5)],5,0,0,0
3875,2023-06-05,5,16,26,28,32,34,24,5598382,116947,1820,368,50,25,10,1,5,221,596,11724,17237,226100,2023,6,Monday,1,6,1,1,3,2,0,165,23.57,10.06,4.83,3.48,255884,0,1,[np.int64(5)],5,0,0,0
3876,2023-06-08,6,21,31,32,35,48,19,0,123425,1929,575,50,25,10,0,2,88,161,4228,6170,85625,2023,6,Thursday,4,3,1,1,1,3,1,192,27.43,13.45,7.0,5.13,96274,1,1,[np.int64(32)],32,0,0,0
3877,2023-06-12,2,22,28,33,34,36,7,0,175485,1801,327,50,25,10,0,2,134,403,6975,11503,125365,2023,6,Monday,2,5,2,0,2,3,0,162,23.14,13.62,5.67,4.53,144382,1,0,0,0,0,0,0
3878,2023-06-15,6,15,17,42,46,49,20,5500689,186741,1438,395,50,25,10,1,3,268,533,11562,15249,208384,2023,6,Thursday,3,4,1,2,1,0,3,195,27.86,17.32,7.17,7.01,236000,0,0,0,0,0,0,0
3879,2023-06-19,2,25,28,30,32,46,48,0,0,2565,534,50,25,10,0,0,69,181,4214,5451,87071,2023,6,Monday,1,6,1,0,2,2,2,211,30.14,15.26,7.67,8.1,96986,0,1,[np.int64(46)],46,0,0,0
3880,2023-06-22,3,9,28,32,37,46,7,0,304802,2163,369,50,25,10,0,2,112,358,6596,11867,125106,2023,6,Thursday,4,3,3,0,1,2,1,162,23.14,16.75,7.17,5.7,144041,0,3,"[np.int64(32), np.int64(28), np.int64(46)]",32,28,46,0
3881,2023-06-26,4,5,17,28,39,44,31,0,150035,1741,424,50,25,10,0,4,237,531,12396,16290,232715,2023,6,Monday,4,3,2,1,1,2,1,168,24.0,15.81,6.67,4.03,262173,1,1,[np.int64(28)],28,0,0,0
3882,2023-06-29,5,15,16,30,37,46,49,0,1074777,1661,387,50,25,10,0,12,515,1208,25404,33315,475093,2023,6,Thursday,4,3,1,2,0,2,2,198,28.29,16.79,7.33,4.35,535547,1,1,[np.int64(5)],5,0,0,0
3883,2023-07-03,14,30,34,40,45,49,12,0,68700,2223,439,50,25,10,0,4,85,235,4664,6423,87982,2023,7,Monday,2,5,0,2,0,2,3,224,32.0,14.46,6.17,4.56,99393,0,2,"[np.int64(49), np.int64(30)]",49,30,0,0
3884,2023-07-06,13,16,28,34,38,40,47,2996600,356065,1666,508,50,25,10,1,1,147,263,6591,7890,121282,2023,7,Thursday,2,5,0,2,1,2,2,216,30.86,12.6,5.67,3.3,136175,0,2,"[np.int64(40), np.int64(34)]",40,34,0,0
3885,2023-07-10,2,8,30,33,39,41,24,0,88602,2125,443,50,25,10,0,3,86,225,5034,6798,97565,2023,7,Monday,3,4,2,0,1,3,1,177,25.29,15.05,6.5,4.54,109711,0,0,0,0,0,0,0
3886,2023-07-13,4,12,14,20,21,22,10,1459466,38746,1193,171,50,25,10,2,9,201,765,9635,15885,152665,2023,7,Thursday,1,6,1,3,3,0,0,103,14.71,6.65,3.0,2.16,179162,2,0,0,0,0,0,0
3887,2023-07-17,18,25,27,32,35,39,48,622454,43681,2198,469,50,25,10,2,6,82,210,5070,5848,91995,2023,7,Monday,4,3,0,1,2,3,1,224,32.0,9.87,5.0,2.38,103213,0,0,0,0,0,0,0
3888,2023-07-20,10,20,26,39,44,46,3,575032,80707,1234,473,50,25,10,2,3,135,192,4021,6157,79213,2023,7,Thursday,2,5,1,1,2,1,2,188,26.86,16.88,7.17,3.53,89723,0,1,[np.int64(39)],39,0,0,0
3889,2023-07-24,1,5,18,20,38,44,45,0,84873,2110,443,50,25,10,0,3,83,216,5681,6649,104843,2023,7,Monday,3,4,2,1,1,1,2,171,24.43,18.16,7.33,6.16,117475,1,2,"[np.int64(44), np.int64(20)]",44,20,0,0
3890,2023-07-27,8,10,21,27,34,36,2,2795924,166999,1595,328,50,25,10,1,2,144,383,7522,11349,138561,2023,7,Thursday,2,5,2,1,2,2,0,138,19.71,13.35,5.67,3.09,157962,0,0,0,0,0,0,0
3891,2023-07-31,2,23,29,35,39,45,6,0,91658,2590,397,50,25,10,0,3,73,260,5039,7948,93177,2023,7,Monday,5,2,2,0,2,2,1,179,25.57,16.35,7.17,4.49,106500,0,1,[np.int64(2)],2,0,0,0
3892,2023-08-04,19,25,27,28,29,48,34,2432087,140121,1633,382,50,25,10,3,9,531,1239,27657,34031,484798,2023,8,Friday,4,3,0,1,4,1,1,210,30.0,9.13,4.83,4.52,548268,2,1,[np.int64(29)],29,0,0,0
3893,2023-08-07,5,15,18,31,41,49,16,0,79274,2097,475,50,25,10,0,3,78,188,4567,6322,91594,2023,8,Monday,5,2,1,3,0,1,2,175,25.0,15.8,7.33,4.38,102752,0,0,0,0,0,0,0
3894,2023-08-10,3,6,16,29,37,45,12,0,170323,2130,323,50,25,10,0,2,110,396,6822,11089,126909,2023,8,Thursday,4,3,2,2,1,1,1,148,21.14,16.08,7.0,3.27,145328,0,1,[np.int64(16)],16,0,0,0
3895,2023-08-14,5,22,31,32,41,49,14,5568036,118751,1908,322,50,25,10,1,5,214,692,11472,17350,209069,2023,8,Monday,4,3,1,1,1,2,2,194,27.71,15.25,7.33,2.87,238803,1,0,0,0,0,0,0
3896,2023-08-17,4,8,32,33,45,47,12,0,0,2476,381,50,25,10,0,0,69,245,4036,7374,85969,2023,8,Thursday,3,4,2,1,0,2,2,181,25.86,17.75,7.17,6.74,97693,1,1,[np.int64(32)],32,0,0,0
3897,2023-08-21,1,18,21,28,31,41,11,2932433,17639,1308,87,50,25,10,1,35,194,1591,8740,15113,148678,2023,8,Monday,5,2,1,2,2,1,1,151,21.57,13.26,6.67,2.87,174352,0,0,0,0,0,0,0
3898,2023-08-24,1,13,26,34,37,41,9,0,61389,2483,357,50,25,10,0,4,68,258,3938,6940,77611,2023,8,Thursday,5,2,2,1,1,2,1,161,23.0,15.44,6.67,3.45,88819,0,2,"[np.int64(1), np.int64(41)]",1,41,0,0
3899,2023-08-28,1,3,7,12,15,32,34,2854825,177731,1040,350,50,25,10,1,2,235,381,11610,9775,186631,2023,8,Monday,4,3,3,2,0,2,0,104,14.86,13.31,5.5,5.25,208635,0,2,"[np.int64(1), np.int64(34)]",1,34,0,0
3900,2023-08-31,14,29,31,39,40,48,47,0,121743,2042,541,50,25,10,0,2,82,169,3965,4992,77485,2023,8,Thursday,4,3,0,1,1,2,3,248,35.43,11.87,5.67,5.02,86695,2,0,0,0,0,0,0
3901,2023-09-04,1,4,12,33,45,48,35,2836385,117883,1677,455,50,25,10,1,3,145,292,6900,8561,138468,2023,9,Monday,4,3,2,1,0,2,2,178,25.43,19.48,7.83,6.57,154370,0,1,[np.int64(48)],48,0,0,0
3902,2023-09-07,17,19,24,26,31,46,37,0,242958,1920,512,50,25,10,0,1,87,178,4659,5645,85861,2023,9,Thursday,4,3,0,2,2,2,1,200,28.57,10.28,4.83,2.41,96431,0,0,0,0,0,0,0
3903,2023-09-11,1,20,21,27,38,48,17,0,0,2385,387,50,25,10,0,0,101,340,6206,9714,126062,2023,9,Monday,4,3,1,1,3,1,1,172,24.57,15.18,7.83,5.08,142423,1,1,[np.int64(17)],17,0,0,0
3904,2023-09-14,14,18,24,26,37,45,28,0,231326,1781,397,50,25,10,0,4,222,544,10664,16775,202156,2023,9,Thursday,2,5,0,2,3,1,1,192,27.43,10.67,5.17,2.73,230365,0,0,0,0,0,0,0
3905,2023-09-18,4,7,27,32,37,49,44,3244955,173815,1663,408,50,25,10,4,9,647,1441,34069,43569,603512,2023,9,Monday,4,3,2,0,1,2,2,200,28.57,17.37,7.5,5.71,683251,0,1,[np.int64(37)],37,0,0,0
3906,2023-09-21,2,8,28,31,48,49,37,0,0,1367,399,50,25,10,0,0,118,221,6210,5887,104496,2023,9,Thursday,3,4,2,0,1,2,2,203,29.0,18.26,7.83,6.26,116932,1,2,"[np.int64(49), np.int64(37)]",49,37,0,0
3907,2023-09-25,3,14,19,23,28,43,25,0,603321,1878,342,50,25,10,0,1,135,405,8264,12089,151268,2023,9,Monday,5,2,1,2,3,0,1,155,22.14,12.39,6.67,4.71,172162,0,1,[np.int64(28)],28,0,0,0
3908,2023-09-28,3,13,23,28,37,38,9,0,47930,1398,259,50,25,10,0,12,283,834,13994,23187,233390,2023,9,Thursday,5,2,2,1,2,2,0,151,21.57,13.71,5.83,3.02,271700,1,3,"[np.int64(3), np.int64(28), np.int64(23)]",3,28,23,0
3909,2023-10-02,2,10,12,13,45,48,11,13077918,62991,1570,306,50,25,10,1,25,690,1936,36337,53754,654305,2023,10,Monday,3,4,1,4,0,0,2,141,20.14,18.38,7.67,11.16,747048,1,1,[np.int64(13)],13,0,0,0
3910,2023-10-05,4,7,9,38,41,42,16,0,64795,1537,374,50,25,10,0,4,116,260,5485,7670,108040,2023,10,Thursday,3,4,3,1,0,1,2,157,22.43,17.17,6.33,7.25,121575,1,0,0,0,0,0,0
3911,2023-10-09,1,5,9,25,44,49,43,1031021,48999,896,353,50,25,10,3,8,301,417,12061,10852,199583,2023,10,Monday,6,1,3,0,1,0,3,176,25.14,20.38,8.0,6.51,223225,0,1,[np.int64(9)],9,0,0,0
3912,2023-10-12,14,15,26,35,44,46,43,0,130117,2237,511,50,25,10,0,2,80,191,4451,5199,83768,2023,10,Thursday,3,4,0,2,1,1,3,223,31.86,13.66,5.33,4.11,93691,1,2,"[np.int64(43), np.int64(44)]",43,44,0,0
3913,2023-10-16,21,27,30,38,40,44,6,3007219,124289,1872,417,50,25,10,1,3,137,336,6388,10405,124834,2023,10,Monday,2,5,1,0,2,2,2,206,29.43,13.06,6.33,4.35,142104,0,1,[np.int64(44)],44,0,0,0
3914,2023-10-19,1,7,16,20,35,41,6,1163272,122450,1452,352,50,25,10,1,2,116,261,5047,8887,92792,2023,10,Thursday,4,3,3,1,1,1,1,126,18.0,15.17,6.67,4.42,107106,0,1,[np.int64(6)],6,0,0,0
3915,2023-10-23,2,3,13,15,34,37,8,0,257824,2396,293,50,25,10,0,1,74,331,5022,9493,97541,2023,10,Monday,4,3,3,2,0,2,0,112,16.0,14.17,5.83,6.07,112462,1,0,0,0,0,0,0
3916,2023-10-26,1,6,17,19,34,45,48,0,83456,2273,412,50,25,10,0,4,101,304,6592,8038,129939,2023,10,Thursday,4,3,2,2,0,1,2,170,24.29,18.45,7.83,4.78,144978,0,1,[np.int64(34)],34,0,0,0
3917,2023-10-30,12,24,26,32,34,38,28,5617423,73872,1639,294,50,25,10,1,8,248,755,11844,18351,214906,2023,10,Monday,0,7,0,1,3,3,0,194,27.71,8.44,4.33,3.54,246113,0,1,[np.int64(34)],34,0,0,0
3918,2023-11-02,3,12,22,29,35,42,49,1166022,245479,1395,493,50,25,10,1,1,121,187,5408,5870,95303,2023,11,Thursday,4,3,1,1,2,1,2,192,27.43,16.34,7.67,1.37,106891,0,1,[np.int64(12)],12,0,0,0
3919,2023-11-06,11,20,22,28,32,37,4,1223114,0,1655,352,50,25,10,1,0,107,275,5376,8011,101047,2023,11,Monday,2,5,1,1,3,2,0,154,22.0,11.62,5.5,2.22,114817,0,1,[np.int64(22)],22,0,0,0
3920,2023-11-09,2,3,11,17,35,40,45,0,509652,2016,466,50,25,10,0,1,86,203,5129,6065,102259,2023,11,Thursday,5,2,2,2,0,1,2,153,21.86,17.93,7.17,5.27,113743,1,1,[np.int64(11)],11,0,0,0
3921,2023-11-13,6,10,16,24,27,43,31,2919480,72495,1484,339,50,25,10,1,5,168,402,8524,11128,150675,2023,11,Monday,3,4,1,2,2,1,1,157,22.43,12.82,6.17,3.08,170903,0,0,0,0,0,0,0
3922,2023-11-16,10,13,15,28,29,37,22,0,80205,1452,311,50,25,10,0,3,114,291,5287,7514,97413,2023,11,Thursday,4,3,0,3,3,1,0,154,22.0,9.87,4.5,2.63,110622,1,1,[np.int64(10)],10,0,0,0
3923,2023-11-20,12,13,18,22,25,28,47,0,57728,957,376,50,25,10,0,6,249,346,10561,8392,162803,2023,11,Monday,3,4,0,3,3,0,1,165,23.57,11.9,5.83,6.01,182357,1,3,"[np.int64(28), np.int64(13), np.int64(22)]",28,13,22,0
3924,2023-11-23,2,24,30,37,43,45,35,2672397,538238,1706,442,50,25,10,2,1,217,457,10025,13171,182902,2023,11,Thursday,4,3,1,0,1,3,2,216,30.86,14.62,7.17,6.84,206775,0,0,0,0,0,0,0
3925,2023-11-27,16,19,20,26,33,40,23,1198481,84104,2090,331,50,25,10,1,3,83,286,4819,8103,88047,2023,11,Monday,3,4,0,2,3,1,1,177,25.29,8.52,4.0,2.24,101342,1,0,0,0,0,0,0
3926,2023-11-30,3,32,34,38,41,42,17,1151815,0,1603,506,50,25,10,1,0,104,180,4423,6038,80505,2023,11,Thursday,3,4,1,1,0,3,2,207,29.57,14.41,6.5,5.74,91251,1,0,0,0,0,0,0
3927,2023-12-04,6,18,26,31,37,38,22,0,0,1965,420,50,25,10,0,0,92,235,5192,7055,96845,2023,12,Monday,2,5,1,1,2,3,0,178,25.43,11.31,5.33,3.35,109419,1,1,[np.int64(38)],38,0,0,0
3928,2023-12-07,10,16,25,29,42,44,48,2915532,214071,1814,409,50,25,10,1,4,133,322,6925,8045,126103,2023,12,Thursday,2,5,0,2,2,0,3,214,30.57,14.63,6.33,3.68,141533,0,0,0,0,0,0,0
3929,2023-12-11,9,12,21,22,44,47,31,0,126398,1774,333,50,25,10,0,2,98,285,5612,7814,108022,2023,12,Monday,4,3,1,1,2,1,2,186,26.57,14.8,6.33,4.27,121833,1,1,[np.int64(44)],44,0,0,0
3930,2023-12-14,22,32,34,39,40,42,5,0,334334,2705,370,50,25,10,0,1,85,339,5846,8516,109920,2023,12,Thursday,2,5,1,0,1,3,2,214,30.57,13.11,6.17,5.7,124707,1,1,[np.int64(22)],22,0,0,0
3931,2023-12-18,12,15,16,23,24,38,44,0,148395,1552,406,50,25,10,0,4,263,549,14926,15990,266116,2023,12,Monday,2,5,0,3,2,1,1,172,24.57,12.14,5.33,4.5,297848,2,0,0,0,0,0,0
3932,2023-12-21,7,8,24,25,29,40,18,0,1191969,1688,339,50,25,10,0,12,616,1674,33375,48169,611744,2023,12,Thursday,3,4,2,1,3,0,1,151,21.57,11.7,5.5,3.95,695590,2,1,[np.int64(24)],24,0,0,0
3933,2023-12-25,11,12,19,23,25,41,47,665967,140204,873,349,50,25,10,2,2,221,302,11885,7684,161486,2023,12,Monday,6,1,0,3,2,0,2,178,25.43,13.81,6.0,4.93,181582,1,1,[np.int64(25)],25,0,0,0
3934,2023-12-28,13,17,18,24,37,41,15,0,133724,1839,412,50,25,10,0,2,100,244,5009,7196,93999,2023,12,Thursday,5,2,0,4,1,1,1,165,23.57,11.13,4.67,4.07,106550,1,1,[np.int64(41)],41,0,0,0
3935,2024-01-01,8,16,23,24,36,48,5,1719718,25370,1474,255,50,25,10,2,18,213,673,11069,17962,191385,2024,1,Monday,2,5,2,1,2,1,1,160,22.86,15.24,7.17,4.14,221322,1,1,[np.int64(24)],24,0,0,0
3936,2024-01-05,7,12,17,20,31,35,22,1965174,73010,1404,292,50,25,10,3,17,608,1598,30291,41419,525873,2024,1,Friday,4,3,1,2,2,2,0,144,20.57,9.91,4.67,2.21,599809,0,0,0,0,0,0,0
3937,2024-01-08,11,20,28,30,36,38,37,0,259307,1766,420,50,25,10,0,1,101,232,5222,6406,102582,2024,1,Monday,2,5,0,1,2,4,0,200,28.57,10.0,4.5,3.3,114544,1,1,[np.int64(20)],20,0,0,0
3938,2024-01-11,2,9,10,43,45,46,13,1504496,74834,1326,380,50,25,10,2,5,194,370,8176,10728,147402,2024,1,Thursday,4,3,2,2,0,0,3,168,24.0,19.63,7.33,10.34,166877,2,0,0,0,0,0,0
3939,2024-01-15,24,25,26,28,30,35,4,1295233,0,1410,507,50,25,10,1,0,133,202,6059,7618,102418,2024,1,Monday,2,5,1,0,4,2,0,172,24.57,9.8,5.17,6.77,116431,2,0,0,0,0,0,0
3940,2024-01-18,5,28,30,37,38,41,43,0,178761,2184,456,50,25,10,0,3,83,217,5107,6104,94677,2024,1,Thursday,4,3,1,0,1,3,2,222,31.71,12.98,6.33,7.7,106191,1,2,"[np.int64(28), np.int64(30)]",28,30,0,0
3941,2024-01-22,1,3,8,13,40,48,6,3081026,38504,1351,199,50,25,10,1,10,196,728,10494,17684,172323,2024,1,Monday,3,4,4,1,0,0,2,119,17.0,18.97,7.83,8.82,201436,0,0,0,0,0,0,0
3942,2024-01-25,10,18,44,45,48,49,20,0,262384,1961,400,50,25,10,0,1,92,246,5624,6655,90433,2024,1,Thursday,2,5,0,2,1,0,4,234,33.43,16.67,6.5,8.18,103051,2,1,[np.int64(48)],48,0,0,0
3943,2024-01-29,20,22,24,28,40,49,27,1586297,67589,1491,361,50,25,10,2,6,187,422,9425,11487,157839,2024,1,Monday,2,5,0,0,5,0,2,210,30.0,10.6,4.83,4.14,179368,0,2,"[np.int64(49), np.int64(20)]",49,20,0,0
3944,2024-02-02,2,27,29,36,44,48,12,5974351,96751,1988,375,50,25,10,1,13,435,1258,24123,36873,458328,2024,2,Friday,2,5,1,1,2,1,2,198,28.29,16.6,7.67,4.19,521031,0,1,[np.int64(27)],27,0,0,0
3945,2024-02-05,14,17,20,25,28,37,13,0,54964,750,339,50,25,10,0,5,252,304,5836,7839,103717,2024,2,Monday,4,3,0,3,3,1,0,154,22.0,8.6,4.0,2.52,117953,0,0,0,0,0,0,0
3946,2024-02-08,6,16,21,27,31,37,49,3311366,46924,1641,370,50,25,10,1,9,177,429,9673,10548,167959,2024,2,Thursday,5,2,1,1,2,2,1,187,26.71,14.13,7.17,2.85,188796,0,1,[np.int64(37)],37,0,0,0
3947,2024-02-12,9,16,20,25,31,39,41,0,165782,1983,416,50,25,10,0,2,115,299,6792,8277,130480,2024,2,Monday,5,2,1,1,2,2,1,181,25.86,11.87,5.33,1.97,145965,0,2,"[np.int64(16), np.int64(31)]",16,31,0,0
3948,2024-02-15,15,18,22,35,41,48,5,3725231,56587,1476,310,50,25,10,1,8,211,548,9044,14488,160941,2024,2,Thursday,4,3,1,2,1,1,2,184,26.29,15.45,7.17,3.44,185241,0,1,[np.int64(41)],41,0,0,0
3949,2024-02-19,1,10,21,29,35,42,27,1744053,367169,2158,479,50,25,10,1,1,117,288,7355,9901,139130,2024,2,Monday,5,2,1,1,3,1,1,165,23.57,14.21,6.83,2.79,156793,0,1,[np.int64(35)],35,0,0,0
3950,2024-02-23,18,21,26,35,38,43,40,3087960,108350,1827,400,50,25,10,4,24,979,2440,51357,68053,956000,2024,2,Friday,3,4,0,1,2,2,2,221,31.57,9.85,4.17,2.34,1078857,0,2,"[np.int64(35), np.int64(21)]",35,21,0,0
3951,2024-02-26,2,8,14,27,39,42,10,0,0,2235,367,50,25,10,0,0,81,269,5210,8419,100411,2024,2,Monday,2,5,2,2,1,1,1,142,20.29,15.8,6.67,4.31,114390,0,0,0,0,0,0,0
3952,2024-02-29,1,14,28,44,45,49,16,1531384,107466,2050,449,50,25,10,2,6,128,319,7173,9703,139189,2024,2,Thursday,3,4,1,2,1,0,3,197,28.14,18.51,8.0,5.86,156520,1,1,[np.int64(14)],14,0,0,0
3953,2024-03-04,13,17,25,27,28,44,3,0,45727,1747,282,50,25,10,0,6,108,365,5799,8889,105050,2024,3,Monday,5,2,1,2,3,0,1,157,22.43,13.04,6.83,5.18,120217,1,2,"[np.int64(44), np.int64(28)]",44,28,0,0
3954,2024-03-07,5,11,15,20,31,47,44,0,361944,1431,375,50,25,10,0,1,174,362,9089,9224,163169,2024,3,Thursday,5,2,1,2,1,1,2,173,24.71,16.34,7.0,3.7,182019,0,1,[np.int64(44)],44,0,0,0
3955,2024-03-11,5,9,30,37,40,49,33,0,95881,1768,373,50,25,10,0,7,261,676,14543,18745,266194,2024,3,Monday,5,2,2,0,0,3,2,203,29.0,16.22,7.33,6.45,300426,0,1,[np.int64(5)],5,0,0,0
3956,2024-03-14,8,26,34,35,45,46,36,4469698,101034,1909,353,50,25,10,3,15,546,1612,30677,42203,562557,2024,3,Thursday,2,5,1,0,1,3,2,230,32.86,12.92,6.33,6.21,637613,2,0,0,0,0,0,0
3957,2024-03-18,1,4,6,15,30,48,45,0,134021,1418,403,50,25,10,0,2,130,250,6703,7172,120430,2024,3,Monday,3,4,3,1,0,1,2,149,21.29,19.73,7.83,5.55,134687,0,1,[np.int64(45)],45,0,0,0
3958,2024-03-21,6,8,18,19,33,44,15,0,372412,1674,300,50,25,10,0,1,153,467,9115,12316,163334,2024,3,Thursday,3,4,2,3,0,1,1,143,20.43,13.62,6.33,4.82,185386,1,2,"[np.int64(6), np.int64(15)]",6,15,0,0
3959,2024-03-25,4,23,25,27,28,32,21,3084967,219494,1500,256,50,25,10,2,3,302,965,17074,23676,291822,2024,3,Monday,4,3,1,0,5,1,0,160,22.86,9.04,4.67,5.59,333844,1,0,0,0,0,0,0
3960,2024-03-28,6,8,13,17,26,37,18,0,66230,1301,291,50,25,10,0,4,140,342,7552,10202,123531,2024,3,Thursday,3,4,2,3,1,1,0,125,17.86,10.76,5.17,3.44,141771,0,0,0,0,0,0,0
3961,2024-04-01,3,12,18,19,27,41,15,3082102,127982,1314,360,50,25,10,1,3,201,400,9057,12540,164972,2024,4,Monday,5,2,1,4,1,0,1,135,19.29,12.04,6.33,4.46,187174,1,1,[np.int64(18)],18,0,0,0
3962,2024-04-04,3,4,13,31,36,43,19,0,64614,1367,302,50,25,10,0,4,130,321,6248,8609,107850,2024,4,Thursday,5,2,2,2,0,2,1,149,21.29,15.76,6.67,3.4,123162,1,2,"[np.int64(19), np.int64(3)]",19,3,0,0
3963,2024-04-08,12,23,24,34,43,46,42,3044451,127495,1742,308,50,25,10,1,3,151,466,7425,10209,135895,2024,4,Monday,2,5,0,1,2,1,3,224,32.0,12.69,5.67,4.15,154150,1,1,[np.int64(43)],43,0,0,0
3964,2024-04-11,22,28,33,40,43,47,16,0,257348,2132,458,50,25,10,0,1,83,211,4234,5980,82372,2024,4,Thursday,3,4,0,1,2,1,3,229,32.71,11.4,5.17,1.34,92881,0,1,[np.int64(43)],43,0,0,0
3965,2024-04-15,5,10,28,36,41,42,19,1483404,61208,2004,316,50,25,10,2,6,126,436,7212,10721,134115,2024,4,Monday,3,4,1,2,1,1,2,181,25.86,14.89,6.17,2.85,152618,1,1,[np.int64(28)],28,0,0,0
3966,2024-04-18,18,22,29,32,37,47,49,0,0,2829,529,50,25,10,0,0,60,175,4313,5752,84283,2024,4,Thursday,4,3,0,1,2,2,2,234,33.43,11.76,5.17,2.67,94583,0,0,0,0,0,0,0
3967,2024-04-22,6,8,11,16,33,37,23,0,121789,1423,240,50,25,10,0,5,175,566,9747,14023,165881,2024,4,Monday,4,3,2,2,1,2,0,134,19.14,12.24,5.17,2.67,190397,0,1,[np.int64(37)],37,0,0,0
3968,2024-04-25,5,9,11,18,28,36,35,2820879,96467,932,316,50,25,10,2,6,427,687,18595,18415,294740,2024,4,Thursday,4,3,2,2,1,2,0,142,20.29,12.75,5.17,3.13,332872,1,1,[np.int64(11)],11,0,0,0
3969,2024-04-29,2,7,12,31,36,45,30,0,86796,2035,287,50,25,10,0,3,88,341,5947,8187,110617,2024,4,Monday,3,4,2,1,0,3,1,163,23.29,16.25,7.17,5.37,125183,0,1,[np.int64(36)],36,0,0,0
3970,2024-05-02,4,5,31,37,43,46,7,0,356376,2849,423,50,25,10,0,1,86,316,6152,10050,121692,2024,5,Thursday,5,2,3,0,0,2,2,173,24.71,18.75,7.0,7.83,138297,1,2,"[np.int64(31), np.int64(7)]",31,7,0,0
3971,2024-05-06,1,5,9,31,33,37,36,0,154348,1705,302,50,25,10,0,4,249,768,15323,19232,280832,2024,5,Monday,6,1,3,0,0,4,0,152,21.71,15.92,6.0,7.23,316408,1,3,"[np.int64(37), np.int64(5), np.int64(31)]",37,5,31,0
3972,2024-05-09,9,15,20,26,43,49,36,13123509,127391,2006,392,50,25,10,1,12,524,1463,31981,42235,598997,2024,5,Thursday,4,3,1,1,2,1,2,198,28.29,14.87,6.67,1.6,675213,0,2,"[np.int64(9), np.int64(36)]",9,36,0,0
3973,2024-05-13,2,16,17,22,24,49,42,0,63305,2001,405,50,25,10,0,4,87,235,4989,6630,94721,2024,5,Monday,2,5,1,2,2,0,2,172,24.57,16.06,7.83,6.2,106666,1,1,[np.int64(49)],49,0,0,0
3974,2024-05-16,2,12,15,28,35,48,24,0,90465,1606,320,50,25,10,0,4,155,425,8076,11413,148638,2024,5,Thursday,2,5,1,2,2,1,1,164,23.43,15.38,7.67,3.45,168711,0,2,"[np.int64(24), np.int64(2)]",24,2,0,0
