number_draw,date,winning_number_1,winning_number_2,winning_number_3,winning_number_4,winning_number_5,winning_number_6,additional_number,Group 1 Share Amount,Group 2 Share Amount,Group 3 Share Amount,Group 4 Share Amount,Group 5 Share Amount,Group 6 Share Amount,Group 7 Share Amount,Group 1 No.winning,Group 2 No.winning,Group 3 No.winning,Group 4 No.winning,Group 5 No.winning,Group 6 No.winning,Group 7 No.winning,year,month,day_of_week,Odd,Even,1 to 9,10 to 19,20 to 29,30 to 39,40 to 49,Total,Average,SD,gap_mean,gap_sd,Total winners,consecutive numbers,count_repeated_numbers,repeated_numbers,repeated_numbers_1,repeated_numbers_2,repeated_numbers_3,repeated_numbers_4
3975,2024-05-20,7,10,32,33,39,48,37,2939453,124518,1838,493,50,25,10,2,5,233,474,11868,15764,225682,2024,5,Monday,4,3,1,1,0,4,1,206,29.43,15.24,6.83,7.24,254028,1,1,[np.int64(48)],48,0,0,0
3976,2024-05-23,3,4,22,27,39,43,6,0,84848,1786,344,50,25,10,0,3,98,278,5117,8140,94724,2024,5,Thursday,4,3,3,0,2,1,1,144,20.57,16.74,6.67,5.47,108360,1,1,[np.int64(39)],39,0,0,0
3977,2024-05-27,14,23,28,34,41,48,17,2959173,184221,2165,426,50,25,10,1,2,117,325,6891,9687,133015,2024,5,Monday,3,4,0,2,2,1,2,205,29.29,12.49,5.67,1.37,150038,0,0,0,0,0,0,0
3978,2024-05-30,6,9,11,17,28,45,21,1181255,124343,860,213,50,25,10,1,2,199,438,8076,9908,129784,2024,5,Thursday,5,2,2,2,2,0,1,137,19.57,13.51,6.5,4.99,148408,0,2,"[np.int64(17), np.int64(28)]",17,28,0,0
3979,2024-06-03,1,28,30,32,33,39,11,1250273,263216,2382,389,50,25,10,1,1,76,254,4932,6917,89899,2024,6,Monday,4,3,1,1,1,4,0,174,24.86,13.63,6.33,5.68,102080,1,2,"[np.int64(11), np.int64(28)]",11,28,0,0
3980,2024-06-06,4,5,10,14,35,43,12,1177640,49585,1894,302,50,25,10,1,5,90,308,5681,9155,103740,2024,6,Thursday,3,4,2,3,0,1,1,123,17.57,15.24,6.5,6.9,118980,1,0,0,0,0,0,0
3981,2024-06-10,1,10,13,23,31,34,43,622568,21845,944,265,50,25,10,2,12,191,371,7449,8003,117250,2024,6,Monday,5,2,1,2,1,2,1,155,22.14,14.9,7.0,2.89,133278,0,2,"[np.int64(10), np.int64(43)]",10,43,0,0
3982,2024-06-13,4,7,10,17,30,41,21,0,126775,1203,293,50,25,10,0,2,145,325,6763,8672,111597,2024,6,Thursday,4,3,2,2,1,1,1,130,18.57,13.3,6.17,3.08,127504,0,1,[np.int64(10)],10,0,0,0
3983,2024-06-17,8,10,12,16,17,30,19,2885049,88458,839,235,50,25,10,1,4,290,565,12694,15079,187930,2024,6,Monday,2,5,1,5,0,1,0,112,16.0,7.33,3.67,3.4,216563,1,3,"[np.int64(17), np.int64(10), np.int64(30)]",17,10,30,0
3984,2024-06-20,3,12,14,16,17,30,27,1195673,27969,1342,271,50,25,10,1,9,129,349,7703,8712,111517,2024,6,Thursday,3,4,1,4,1,1,0,119,17.0,9.13,4.5,3.59,128420,1,4,"[np.int64(16), np.int64(17), np.int64(12), np.int64(30)]",16,17,12,30
3985,2024-06-24,20,23,28,30,34,49,25,0,0,2082,377,50,25,10,0,0,87,262,4809,7724,92890,2024,6,Monday,3,4,0,0,4,2,1,209,29.86,9.62,4.83,4.6,105772,0,1,[np.int64(30)],30,0,0,0
3986,2024-06-27,1,8,11,14,17,30,5,1470113,47615,1015,145,50,25,10,2,13,241,925,11534,20379,175340,2024,6,Thursday,4,3,3,3,0,1,0,86,12.29,9.48,4.83,3.67,208434,0,1,[np.int64(30)],30,0,0,0
3987,2024-07-01,11,19,21,26,28,33,39,1280103,89832,1993,386,50,25,10,1,3,93,262,6502,7119,116308,2024,7,Monday,5,2,0,2,3,2,0,177,25.29,9.29,4.67,2.13,130288,0,1,[np.int64(11)],11,0,0,0
3988,2024-07-04,4,9,12,15,31,44,33,0,65038,1325,383,50,25,10,0,4,135,255,7749,7484,130561,2024,7,Thursday,4,3,2,2,0,2,1,148,21.14,14.85,6.67,5.12,146188,0,1,[np.int64(33)],33,0,0,0
3989,2024-07-08,15,18,29,34,38,44,35,3008649,46656,1723,326,50,25,10,1,8,149,430,7342,9587,135171,2024,7,Monday,3,4,0,2,1,3,1,213,30.43,10.56,4.83,3.18,152688,0,2,"[np.int64(44), np.int64(15)]",44,15,0,0
3990,2024-07-11,15,17,22,32,34,40,6,0,87137,1892,396,50,25,10,0,3,95,248,4782,7265,88213,2024,7,Thursday,2,5,1,2,1,2,1,166,23.71,12.09,5.67,3.09,100606,0,2,"[np.int64(34), np.int64(15)]",34,15,0,0
3991,2024-07-15,4,6,17,32,37,41,10,0,186640,2087,441,50,25,10,0,2,123,318,6913,10878,135842,2024,7,Monday,3,4,2,2,0,2,1,147,21.0,15.43,6.17,4.22,154076,0,3,"[np.int64(32), np.int64(17), np.int64(6)]",32,17,6,0
3992,2024-07-18,8,10,11,12,14,20,38,2934077,66746,564,249,50,25,10,2,9,733,906,25949,19667,337545,2024,7,Thursday,1,6,1,4,1,1,0,113,16.14,10.37,5.0,6.06,384811,2,1,[np.int64(10)],10,0,0,0
3993,2024-07-22,4,9,12,15,37,47,44,0,67224,2055,233,50,25,10,0,4,90,434,6128,7548,114824,2024,7,Monday,4,3,2,2,0,1,2,168,24.0,18.02,7.17,6.79,129028,0,1,[np.int64(12)],12,0,0,0
3994,2024-07-25,14,21,34,35,43,49,33,0,91277,2282,489,50,25,10,0,4,110,280,6714,9189,119635,2024,7,Thursday,5,2,0,1,1,3,2,229,32.71,12.01,5.83,3.89,135932,1,0,0,0,0,0,0
3995,2024-07-29,19,24,29,30,31,46,28,6102326,81338,1804,324,50,25,10,1,8,248,755,14969,21378,258354,2024,7,Monday,3,4,0,1,3,2,1,207,29.57,8.34,4.5,4.96,295713,2,0,0,0,0,0,0
3996,2024-08-02,14,16,22,23,36,42,21,1501809,126469,1626,398,50,25,10,4,10,535,1194,26481,35000,480532,2024,8,Friday,2,5,0,2,3,1,1,174,24.86,10.33,4.67,4.19,543756,1,0,0,0,0,0,0
3997,2024-08-05,1,12,15,30,42,43,22,0,128792,1640,364,50,25,10,0,2,108,266,5424,7473,99569,2024,8,Monday,3,4,1,2,1,1,2,165,23.57,15.69,7.0,3.96,112842,1,2,"[np.int64(42), np.int64(22)]",42,22,0,0
3998,2024-08-08,23,26,32,36,41,49,31,0,92693,1783,529,50,25,10,0,4,143,263,7167,8793,120664,2024,8,Thursday,4,3,0,0,2,3,2,238,34.0,8.91,4.33,2.13,137034,0,0,0,0,0,0,0
3999,2024-08-12,2,8,27,33,34,43,11,2990112,78831,1815,305,50,25,10,2,8,239,776,13092,21621,245277,2024,8,Monday,4,3,2,1,1,2,1,158,22.57,15.52,6.83,4.81,281015,1,0,0,0,0,0,0
4000,2024-08-15,15,24,35,36,42,46,48,1233654,129859,1841,435,50,25,10,1,2,97,224,4980,6154,88926,2024,8,Thursday,2,5,0,1,1,2,3,246,35.14,11.98,5.5,3.59,100384,1,0,0,0,0,0,0
4001,2024-08-19,2,3,16,26,29,41,12,0,267513,1688,359,50,25,10,0,1,109,280,5464,9634,97498,2024,8,Monday,3,4,2,2,2,0,1,129,18.43,14.34,6.5,4.03,112986,1,0,0,0,0,0,0
4002,2024-08-22,2,5,8,43,45,48,41,988861,44629,1313,407,50,25,10,3,8,187,329,7933,8593,148025,2024,8,Thursday,4,3,3,0,0,0,4,192,27.43,21.16,7.67,11.34,165078,0,2,"[np.int64(41), np.int64(2)]",41,2,0,0
4003,2024-08-26,6,8,18,34,35,37,33,1248227,0,2231,304,50,25,10,1,0,81,325,5673,8025,107754,2024,8,Monday,3,4,2,1,0,4,0,171,24.43,13.45,5.17,5.4,121859,1,1,[np.int64(8)],8,0,0,0
4004,2024-08-29,3,9,10,12,27,41,29,1219985,86604,866,207,50,25,10,1,6,204,467,8681,11959,137003,2024,8,Thursday,5,2,2,2,2,0,1,131,18.71,13.74,6.33,5.37,158321,1,0,0,0,0,0,0
4005,2024-09-02,6,7,13,30,37,39,16,0,45132,1422,298,50,25,10,0,6,131,341,6932,8437,121061,2024,9,Monday,4,3,2,2,0,3,0,148,21.14,13.97,5.5,4.35,136908,1,0,0,0,0,0,0
4006,2024-09-05,1,13,27,38,40,43,2,0,89743,2092,642,50,25,10,0,4,118,210,6300,8466,123570,2024,9,Thursday,4,3,2,1,1,1,2,164,23.43,18.04,7.0,5.13,138668,0,1,[np.int64(13)],13,0,0,0
4007,2024-09-09,1,4,10,16,18,29,6,5889771,43586,1231,169,50,25,10,1,14,341,1360,16346,28583,265044,2024,9,Monday,2,5,3,3,1,0,0,84,12.0,9.71,4.67,3.14,311689,0,1,[np.int64(1)],1,0,0,0
4008,2024-09-12,5,6,14,36,45,49,12,0,64002,1693,301,50,25,10,0,4,104,319,5025,8996,95443,2024,9,Thursday,3,4,2,2,0,1,2,167,23.86,18.88,7.33,7.06,109891,1,1,[np.int64(6)],6,0,0,0
4009,2024-09-16,2,8,15,19,33,38,21,0,53450,1446,286,50,25,10,0,7,178,491,10777,12843,179769,2024,9,Monday,4,3,2,2,1,2,0,136,19.43,12.82,6.0,3.11,204065,0,0,0,0,0,0,0
4010,2024-09-19,7,13,17,22,31,37,1,1456186,7844,699,160,50,25,10,4,76,587,1398,16552,21402,254884,2024,9,Thursday,6,1,2,2,1,2,0,128,18.29,12.79,6.0,1.53,294903,0,0,0,0,0,0,0
4011,2024-09-23,9,20,22,32,37,47,1,0,131911,1564,429,50,25,10,0,2,116,231,5579,6960,101894,2024,9,Monday,4,3,2,0,2,2,1,168,24.0,16.0,7.67,3.2,114782,0,3,"[np.int64(1), np.int64(37), np.int64(22)]",1,37,22,0
4012,2024-09-26,17,23,26,31,38,40,14,0,115761,1974,362,50,25,10,0,3,121,360,6642,9453,124557,2024,9,Thursday,3,4,0,2,2,2,1,189,27.0,9.93,4.33,1.8,141136,0,0,0,0,0,0,0
4013,2024-09-30,4,33,34,38,40,43,15,5848080,155019,1417,387,50,25,10,1,4,301,602,13228,16715,221212,2024,9,Monday,3,4,1,1,0,3,2,207,29.57,14.48,6.5,6.08,252063,1,2,"[np.int64(40), np.int64(38)]",40,38,0,0
4014,2024-10-03,2,9,15,17,40,48,28,0,0,2090,376,50,25,10,0,0,85,258,5287,7817,99419,2024,10,Thursday,3,4,2,2,1,0,2,159,22.71,16.71,7.67,3.3,112866,0,2,"[np.int64(40), np.int64(15)]",40,15,0,0
4015,2024-10-07,16,22,23,31,41,49,8,3073546,107844,2191,398,50,25,10,1,6,122,367,7208,11830,134324,2024,10,Monday,4,3,1,1,2,1,2,190,27.14,14.25,6.83,2.85,153858,1,0,0,0,0,0,0
4016,2024-10-10,1,17,24,25,27,39,30,0,256432,2672,369,50,25,10,0,1,66,261,5071,7417,100359,2024,10,Thursday,5,2,1,1,3,2,0,163,23.29,11.87,6.33,5.15,113175,1,0,0,0,0,0,0
4017,2024-10-14,12,33,39,42,43,48,10,0,177580,2181,450,50,25,10,0,2,112,296,5892,9128,115417,2024,10,Monday,3,4,0,2,0,2,3,227,32.43,15.33,6.33,6.77,130847,1,1,[np.int64(39)],39,0,0,0
4018,2024-10-17,2,4,10,25,36,38,22,0,144271,1984,351,50,25,10,0,4,200,618,12526,17627,232078,2024,10,Thursday,1,6,2,1,2,2,0,137,19.57,14.65,6.0,4.12,263053,0,1,[np.int64(10)],10,0,0,0
4019,2024-10-21,4,13,19,44,46,49,31,6607125,72422,1943,355,50,25,10,2,22,564,1685,32208,44182,588245,2024,10,Monday,4,3,1,2,0,1,3,206,29.43,17.78,7.5,4.19,666908,0,1,[np.int64(4)],4,0,0,0
4020,2024-10-24,20,24,28,37,46,47,36,0,81782,2191,468,50,25,10,0,3,77,197,4492,5355,85445,2024,10,Thursday,2,5,0,0,3,2,2,238,34.0,10.47,4.5,3.1,95569,1,1,[np.int64(46)],46,0,0,0
4021,2024-10-28,10,16,33,37,45,47,6,2917076,184389,2149,407,50,25,10,1,2,118,340,6485,9636,121925,2024,10,Monday,4,3,1,2,0,2,2,194,27.71,16.87,6.83,4.91,138507,0,2,"[np.int64(37), np.int64(47)]",37,47,0,0
4022,2024-10-31,2,6,10,17,18,49,35,1210119,254762,1261,433,50,25,10,1,1,139,221,6624,6536,119267,2024,10,Thursday,3,4,2,3,0,1,1,137,19.57,16.82,7.83,5.76,132789,1,2,"[np.int64(10), np.int64(6)]",10,6,0,0
4023,2024-11-04,14,18,25,28,29,44,36,0,65352,1524,427,50,25,10,0,4,118,230,5321,6530,98857,2024,11,Monday,2,5,0,2,3,1,1,194,27.71,10.21,5.0,2.52,111060,1,1,[np.int64(18)],18,0,0,0
4024,2024-11-07,4,12,17,18,23,34,28,0,177222,1270,275,50,25,10,0,2,192,484,8326,12463,150033,2024,11,Thursday,2,5,1,3,2,1,0,136,19.43,10.0,5.0,2.08,171500,1,2,"[np.int64(18), np.int64(28)]",18,28,0,0
4025,2024-11-11,13,28,39,43,46,48,30,0,215010,2007,418,50,25,10,0,3,221,579,11822,16383,224035,2024,11,Monday,3,4,0,1,1,2,3,247,35.29,12.43,5.83,4.74,253043,0,1,[np.int64(28)],28,0,0,0
4026,2024-11-14,12,16,29,36,39,40,37,3272445,114990,1791,466,50,25,10,4,13,574,1204,29410,38930,548392,2024,11,Thursday,3,4,0,2,1,3,1,209,29.86,11.45,4.67,4.27,618527,1,1,[np.int64(39)],39,0,0,0
4027,2024-11-18,1,2,14,36,44,46,20,616395,86512,1919,408,50,25,10,2,3,93,239,4313,5872,82317,2024,11,Monday,1,6,2,1,1,1,2,163,23.29,18.94,7.5,5.28,92839,1,1,[np.int64(36)],36,0,0,0
4028,2024-11-21,4,7,11,14,21,28,36,91571,41770,405,290,50,25,10,13,6,426,325,12307,7502,153706,2024,11,Thursday,3,4,2,2,2,1,0,121,17.29,11.63,5.33,2.05,174285,0,2,"[np.int64(36), np.int64(14)]",36,14,0,0
4029,2024-11-25,26,28,31,38,41,42,23,0,130168,2183,442,50,25,10,0,2,82,221,4628,6799,86865,2024,11,Monday,3,4,0,0,3,2,2,229,32.71,7.61,3.17,1.86,98597,1,1,[np.int64(28)],28,0,0,0
4030,2024-11-28,1,2,4,15,18,24,35,0,350328,923,411,50,25,10,0,1,261,320,10837,9475,172609,2024,11,Thursday,3,4,3,2,1,1,0,99,14.14,12.72,5.67,4.07,193503,1,0,0,0,0,0,0
4031,2024-12-02,10,11,12,21,41,49,44,5917621,105859,1501,380,50,25,10,1,6,291,627,16236,17126,283170,2024,12,Monday,4,3,0,3,1,0,3,188,26.86,17.2,6.5,6.63,317457,2,0,0,0,0,0,0
4032,2024-12-05,8,14,15,20,31,49,13,0,267756,2302,430,50,25,10,0,1,80,234,5389,8157,103638,2024,12,Thursday,4,3,1,3,1,1,1,150,21.43,14.15,6.83,6.01,117499,1,1,[np.int64(49)],49,0,0,0
4033,2024-12-09,1,4,8,10,16,46,23,0,48292,1094,264,50,25,10,0,8,243,550,12629,14923,192073,2024,12,Monday,2,5,3,2,1,0,1,108,15.43,15.36,7.5,7.14,220426,0,1,[np.int64(8)],8,0,0,0
4034,2024-12-12,17,18,19,31,32,33,8,1203270,76564,1554,341,50,25,10,5,8,271,675,12641,19533,230724,2024,12,Thursday,4,3,1,3,0,3,0,158,22.57,9.54,4.17,4.56,263857,4,1,[np.int64(8)],8,0,0,0
4035,2024-12-16,13,19,22,26,40,49,45,0,92518,2300,474,50,25,10,0,3,83,220,5260,6081,92909,2024,12,Monday,4,3,0,2,2,0,3,214,30.57,13.99,6.0,3.7,104556,0,1,[np.int64(19)],19,0,0,0
4036,2024-12-19,3,9,10,20,23,32,42,0,91910,958,324,50,25,10,0,4,264,426,12895,10363,192030,2024,12,Thursday,3,4,2,1,2,1,1,139,19.86,13.83,6.5,3.5,215982,1,0,0,0,0,0,0
4037,2024-12-23,34,40,42,44,45,46,19,3017983,208513,1415,462,50,25,10,2,3,304,508,13213,14597,210002,2024,12,Monday,2,5,0,1,0,1,5,270,38.57,9.52,4.5,4.99,238629,2,1,[np.int64(42)],42,0,0,0
4038,2024-12-26,8,21,30,35,44,49,39,0,136439,1935,453,50,25,10,0,2,97,226,4502,6243,91633,2024,12,Thursday,4,3,1,0,1,3,2,226,32.29,14.09,6.83,3.18,102703,0,1,[np.int64(44)],44,0,0,0
4039,2024-12-30,3,10,13,29,32,46,18,0,203722,2001,418,50,25,10,0,2,140,366,7776,11163,150353,2024,12,Monday,3,4,1,3,1,1,1,151,21.57,14.86,7.17,4.1,169800,0,0,0,0,0,0,0
4040,2025-01-03,9,11,24,29,39,46,31,3879211,136132,1756,340,50,25,10,3,13,693,1957,39460,50998,708871,2025,1,Friday,5,2,1,1,2,2,1,189,27.0,13.63,6.17,3.8,801995,0,2,"[np.int64(29), np.int64(46)]",29,46,0,0
4041,2025-01-06,6,10,13,27,41,49,4,0,262514,1770,315,50,25,10,0,1,102,313,5442,9145,103053,2025,1,Monday,4,3,2,2,1,0,2,150,21.43,17.88,7.5,4.96,118056,0,0,0,0,0,0,0
4042,2025-01-09,13,32,34,36,38,40,37,0,75163,1267,297,50,25,10,0,5,204,475,7173,10363,123580,2025,1,Thursday,2,5,0,1,0,5,1,230,32.86,9.14,4.5,6.5,141800,0,1,[np.int64(13)],13,0,0,0
4043,2025-01-13,3,7,11,13,34,35,17,3044352,91930,1564,263,50,25,10,2,7,283,918,15475,23902,274774,2025,1,Monday,6,1,2,3,0,2,0,120,17.14,12.65,5.33,5.34,315361,1,2,"[np.int64(34), np.int64(13)]",34,13,0,0
4044,2025-01-16,6,13,18,27,35,46,48,0,94594,1991,512,50,25,10,0,3,98,208,5353,6515,105598,2025,1,Thursday,3,4,1,2,1,1,2,193,27.57,16.24,7.0,2.89,117775,0,2,"[np.int64(35), np.int64(13)]",35,13,0,0
4045,2025-01-20,3,5,6,16,32,49,4,0,142491,1492,374,50,25,10,0,3,197,429,9710,16771,177859,2025,1,Monday,3,4,4,1,0,1,1,115,16.43,17.69,7.67,7.02,204969,1,1,[np.int64(6)],6,0,0,0
4046,2025-01-24,9,10,18,35,43,49,42,6651088,72042,1835,370,50,25,10,2,29,783,2119,44856,56090,818208,2025,1,Friday,4,3,1,2,0,1,3,206,29.43,16.74,6.67,5.37,922087,1,1,[np.int64(49)],49,0,0,0
4047,2025-01-27,7,16,22,26,33,43,44,1401283,147504,1573,373,50,25,10,1,2,129,297,6137,7280,111267,2025,1,Monday,3,4,1,1,2,1,2,191,27.29,13.71,6.17,3.02,125113,1,1,[np.int64(43)],43,0,0,0
4048,2025-01-30,2,9,13,24,26,43,49,1482074,0,1703,387,50,25,10,1,0,126,303,6926,8096,130392,2025,1,Thursday,4,3,2,1,2,0,2,166,23.71,17.41,7.83,4.95,145844,0,2,"[np.int64(26), np.int64(43)]",26,43,0,0
4049,2025-02-03,1,12,29,31,41,48,25,1919191,238686,1634,305,50,25,10,1,3,170,497,8910,13852,157847,2025,2,Monday,5,2,1,1,2,1,2,187,26.71,16.13,7.83,3.89,181280,0,0,0,0,0,0,0
4050,2025-02-07,16,18,22,23,28,35,32,4209825,73857,1560,302,50,25,10,3,36,1172,3306,60358,83889,1079969,2025,2,Friday,2,5,0,2,3,2,0,174,24.86,7.08,3.17,1.34,1228733,1,0,0,0,0,0,0
4051,2025-02-10,1,3,7,18,34,39,46,1427176,150229,1531,501,50,25,10,1,2,135,225,7427,6535,136220,2025,2,Monday,4,3,3,1,0,2,1,148,21.14,18.47,7.5,4.72,150545,0,1,[np.int64(18)],18,0,0,0
4052,2025-02-13,5,8,13,28,30,49,17,1455213,51061,1317,249,50,25,10,1,6,160,462,9012,11815,153434,2025,2,Thursday,4,3,2,2,1,1,1,150,21.43,15.37,7.33,5.96,174890,0,0,0,0,0,0,0
4053,2025-02-17,1,16,23,39,41,42,9,0,303230,2397,428,50,25,10,0,1,87,266,4936,8692,99898,2025,2,Monday,5,2,2,1,1,1,2,171,24.43,16.61,6.83,4.88,113880,1,0,0,0,0,0,0
4054,2025-02-20,3,25,31,37,39,42,21,3249509,380878,1845,433,50,25,10,1,1,142,330,6592,9322,128681,2025,2,Thursday,6,1,1,0,2,3,1,198,28.29,13.47,6.5,5.35,145069,0,2,"[np.int64(42), np.int64(39)]",42,39,0,0
4055,2025-02-24,24,37,38,42,48,49,31,0,289228,2116,524,50,25,10,0,1,94,207,5185,6449,95073,2025,2,Monday,3,4,0,0,1,3,3,269,38.43,8.96,4.17,2.41,107009,2,3,"[np.int64(42), np.int64(37), np.int64(31)]",42,37,31,0
4056,2025-02-27,2,10,13,15,37,40,28,0,189079,2281,325,50,25,10,0,2,114,437,7644,12397,145202,2025,2,Thursday,3,4,1,3,1,1,1,145,20.71,14.42,6.33,3.99,165796,0,1,[np.int64(37)],37,0,0,0
4057,2025-03-03,4,16,24,25,43,49,46,0,132911,2176,425,50,25,10,0,5,210,587,12932,16638,244769,2025,3,Monday,3,4,1,1,2,0,3,207,29.57,16.92,7.5,5.97,275141,1,0,0,0,0,0,0
4058,2025-03-06,19,33,35,38,46,49,39,6743664,79343,1934,380,50,25,10,2,19,536,1490,29758,41791,543400,2025,3,Thursday,5,2,0,1,0,4,2,259,37.0,9.78,5.0,4.43,616996,0,2,"[np.int64(49), np.int64(46)]",49,46,0,0
4059,2025-03-10,5,7,32,38,42,47,27,1337645,93870,2038,326,50,25,10,1,3,95,324,5139,8221,98410,2025,3,Monday,4,3,2,0,1,2,2,198,28.29,16.55,7.0,5.94,112193,0,1,[np.int64(38)],38,0,0,0
4060,2025-03-13,16,26,34,36,42,49,41,0,91198,2001,503,50,25,10,0,3,94,204,4804,6235,89640,2025,3,Thursday,2,5,0,1,1,2,3,244,34.86,10.99,5.5,3.2,100980,0,1,[np.int64(42)],42,0,0,0
4061,2025-03-17,7,30,39,42,43,48,33,3172134,0,2054,372,50,25,10,1,0,132,398,6743,10212,129785,2025,3,Monday,4,3,1,0,0,3,3,242,34.57,13.6,6.83,7.4,147271,1,1,[np.int64(42)],42,0,0,0
4062,2025-03-20,9,10,11,13,23,42,20,1216346,162575,968,181,50,25,10,1,4,182,531,8601,11994,131439,2025,3,Thursday,4,3,1,3,2,0,1,128,18.29,11.71,5.5,6.37,152752,2,1,[np.int64(42)],42,0,0,0
4063,2025-03-24,18,19,25,28,31,44,34,1301717,274046,1923,350,50,25,10,1,1,98,294,6299,7264,113390,2025,3,Monday,3,4,0,2,2,2,1,199,28.43,9.03,4.33,2.92,127347,1,0,0,0,0,0,0
4064,2025-03-27,21,22,27,35,40,42,3,0,265009,2222,427,50,25,10,0,1,82,233,4887,7075,90715,2025,3,Thursday,4,3,1,0,3,1,2,190,27.14,13.51,6.5,5.62,102993,1,0,0,0,0,0,0
4065,2025-03-31,9,12,17,23,29,46,20,0,63417,1385,286,50,25,10,0,6,189,499,10077,13349,173576,2025,3,Monday,4,3,1,2,3,0,1,156,22.29,12.41,6.17,4.98,197696,0,0,0,0,0,0,0
4066,2025-04-03,12,14,15,16,21,40,23,5973897,61216,1625,324,50,25,10,1,10,259,710,13882,18402,243015,2025,4,Thursday,3,4,0,4,2,0,1,141,20.14,9.58,4.67,5.68,276279,2,2,"[np.int64(12), np.int64(23)]",12,23,0,0
4067,2025-04-07,7,19,35,40,43,47,33,1327382,139725,1796,475,50,25,10,1,2,107,221,4907,6994,94527,2025,4,Monday,6,1,1,1,0,2,3,224,32.0,14.22,6.67,4.61,106759,0,1,[np.int64(40)],40,0,0,0
4068,2025-04-10,14,26,27,30,46,48,10,0,89066,2137,406,50,25,10,0,3,86,247,4282,7537,82339,2025,4,Thursday,1,6,0,2,2,1,2,201,28.71,14.43,6.33,5.62,94494,1,0,0,0,0,0,0
4069,2025-04-14,6,14,29,30,35,42,25,3072730,189847,1741,441,50,25,10,1,2,150,323,7158,10648,133852,2025,4,Monday,3,4,1,1,2,2,1,181,25.86,12.29,6.0,3.16,152134,1,2,"[np.int64(14), np.int64(30)]",14,30,0,0
4070,2025-04-17,15,17,26,31,40,46,19,0,0,3485,408,50,25,10,0,0,51,238,4624,6795,88776,2025,4,Thursday,4,3,0,3,1,1,2,194,27.71,11.91,5.17,2.54,100484,0,0,0,0,0,0,0
4071,2025-04-21,1,17,30,37,41,43,32,0,316308,2026,503,50,25,10,0,2,127,279,6692,8578,126457,2025,4,Monday,5,2,1,1,0,3,2,201,28.71,14.95,7.0,5.48,142135,0,1,[np.int64(17)],17,0,0,0
4072,2025-04-24,17,19,21,23,30,40,33,0,197702,1516,432,50,25,10,0,3,269,515,13071,15630,228993,2025,4,Thursday,5,2,0,2,2,2,1,183,26.14,8.41,3.83,2.27,258481,0,2,"[np.int64(17), np.int64(30)]",17,30,0,0
4073,2025-04-28,3,8,12,18,24,41,11,6464725,124689,1208,241,50,25,10,2,12,852,2333,39650,60384,666310,2025,4,Monday,3,4,2,3,1,0,1,117,16.71,12.67,6.33,5.09,769543,0,0,0,0,0,0,0
4074,2025-05-01,2,8,12,30,35,49,38,0,128083,1616,503,50,25,10,0,2,109,191,5713,7158,109432,2025,5,Thursday,2,5,2,1,0,3,1,174,24.86,17.59,7.83,5.21,122605,0,2,"[np.int64(8), np.int64(12)]",8,12,0,0
4075,2025-05-05,5,8,28,38,40,43,39,1549227,79229,1329,331,50,25,10,2,5,205,449,10741,11900,179103,2025,5,Monday,3,4,2,0,1,2,2,201,28.71,15.89,6.33,6.82,202405,0,2,"[np.int64(8), np.int64(38)]",8,38,0,0
4076,2025-05-08,9,13,17,39,46,47,22,0,132631,1689,474,50,25,10,0,2,108,210,4939,6836,94717,2025,5,Thursday,5,2,1,2,1,1,2,193,27.57,16.06,6.33,5.09,106812,1,1,[np.int64(39)],39,0,0,0
4077,2025-05-12,6,16,20,23,40,48,45,0,65997,1973,401,50,25,10,0,6,138,371,7856,9907,151903,2025,5,Monday,2,5,1,1,2,0,3,198,28.29,16.07,7.0,5.07,170181,0,0,0,0,0,0,0
4078,2025-05-15,9,16,17,20,34,38,18,6029737,202727,2248,415,50,25,10,1,3,186,550,12073,18150,228643,2025,5,Thursday,2,5,1,3,1,2,0,152,21.71,10.4,4.83,4.6,259606,1,2,"[np.int64(16), np.int64(20)]",16,20,0,0
4079,2025-05-19,2,15,17,18,39,45,26,1279986,134736,1971,410,50,25,10,1,2,94,247,4805,7014,95577,2025,5,Monday,4,3,1,3,1,1,1,162,23.14,14.8,7.17,4.74,107740,1,2,"[np.int64(17), np.int64(18)]",17,18,0,0
4080,2025-05-22,3,10,32,34,44,48,29,0,0,1863,574,50,25,10,0,0,96,170,4360,5909,85351,2025,5,Thursday,2,5,1,1,1,2,2,200,28.57,16.61,7.5,5.8,95886,0,0,0,0,0,0,0
